Space cost (bytes),# TPG edges,# Upper-bound edges,# STPG edges
4.50177e+07,27,20,20
4.50145e+07,1,1,1
4.52054e+07,1578,755,746
4.50146e+07,1,1,1
4.50169e+07,16,15,15
4.50147e+07,2,2,2
4.50315e+07,194,44,44
4.5017e+07,17,15,15
4.50165e+07,19,10,10
4.50147e+07,3,3,3
4.50145e+07,1,1,1
4.50425e+07,262,121,121
4.50531e+07,311,157,157
4.515e+07,1207,519,519
4.50823e+07,574,260,260
4.50147e+07,2,2,2
4.51782e+07,1541,617,597
4.50147e+07,2,2,2
4.50193e+07,41,20,20
4.50439e+07,261,127,127
4.5309e+07,2631,1264,1264
4.50239e+07,76,43,43
4.50704e+07,530,176,175
4.5027e+07,132,49,49
4.50158e+07,12,7,7
4.51617e+07,1292,610,606
4.50164e+07,14,9,9
4.50359e+07,169,100,100
4.50374e+07,200,91,91
4.50286e+07,112,64,64
4.50253e+07,97,37,37
4.50161e+07,18,5,5
4.50649e+07,461,200,200
4.50191e+07,73,3,3
4.50146e+07,1,1,1
4.5195e+07,1535,722,715
4.58191e+07,8067,4133,4130
4.50145e+07,1,1,1
