Space cost (bytes),# TPG edges,# Upper-bound edges,# STPG edges
1.25827e+07,18,3,3
1.25838e+07,30,7,7
1.25918e+07,110,23,23
1.25948e+07,140,35,35
1.25889e+07,71,34,34
1.25978e+07,126,90,90
1.2582e+07,5,5,5
1.2584e+07,26,13,13
1.25816e+07,3,3,3
1.25838e+07,33,6,6
1.25858e+07,36,20,20
1.2598e+07,162,70,70
